r0,r1,target,pred,success
42.316845,-15.718107,색상,감촉,실패
-29.919867,26.763409000000003,용량,향기,실패
6.352467,-1.0980590000000001,가격,가격,성공
-13.019275,15.285207000000002,감촉,감촉,성공
32.599895000000004,-33.4974,가격,가격,성공
13.416867000000002,46.614075,디자인,색상,실패
-8.867654,9.249102,감촉,향기,실패
-27.23388,7.5397353,감촉,용량,실패
20.72469,5.6739984,감촉,향기,실패
14.291151000000001,-36.249096,용량,용량,성공
-20.788284,30.526196000000002,가격,가격,성공
-19.224937,17.454079,용량,용량,성공
14.126807999999999,-8.458019,가격,가격,성공
-29.401246999999998,0.51173407,감촉,향기,실패
20.530134,-12.025965,가격,가격,성공
-18.257305,8.074961,가격,향기,실패
19.986985999999998,27.249159000000002,색상,색상,성공
26.696856,37.59818,색상,용량,실패
23.089367000000003,24.600744,감촉,감촉,성공
-24.363321,46.969334,디자인,가격,실패
27.530321,29.011087,색상,색상,성공
-34.670086,12.353456,용량,용량,성공
-12.021930000000001,-31.865834999999997,향기,향기,성공
-5.810839,-14.915953,감촉,감촉,성공
-35.028137,-5.455229,향기,향기,성공
13.433620999999999,-34.829765,용량,용량,성공
41.53598,2.4617259999999996,디자인,디자인,성공
8.75088,-57.75371,용량,향기,실패
-30.454334000000003,20.660465,용량,용량,성공
10.388806,8.133488,감촉,감촉,성공
20.11119,30.701359999999998,색상,색상,성공
-5.141801,-8.246082000000001,용량,용량,성공
30.954332,28.336702000000002,감촉,감촉,성공
39.491172999999996,-6.786896700000001,색상,색상,성공
31.505945,-31.240181,가격,가격,성공
18.48264,-22.39252,감촉,감촉,성공
-4.570746400000001,29.891740000000002,디자인,향기,실패
-44.939693,30.319727,감촉,감촉,성공
-39.917805,-47.9012,감촉,향기,실패
-2.1558855,8.860712,가격,용량,실패
16.942635,20.472004000000002,디자인,디자인,성공
-43.65952,-6.693815,향기,향기,성공
-2.2757237,17.667053,디자인,용량,실패
18.595755,48.011425,색상,색상,성공
-9.510446,-8.157976,감촉,향기,실패
11.088593,21.316216,디자인,감촉,실패
6.5043426,-0.9996695,가격,가격,성공
28.282996999999998,5.634062999999999,색상,색상,성공
-31.015995,0.69530797,디자인,용량,실패
40.12064,-27.093708000000003,디자인,향기,실패
4.87705,-34.474790000000006,용량,용량,성공
-51.74305,-25.682772,감촉,향기,실패
7.759894999999999,-16.49305,용량,용량,성공
-24.980244,-11.681036,향기,향기,성공
39.31671,-17.638725,색상,디자인,실패
11.799609,44.350615999999995,디자인,색상,실패
-25.402163,14.89306,용량,용량,성공
23.010435,-8.419672,가격,가격,성공
11.389035,7.904241000000001,가격,감촉,실패
4.409632,5.004628,가격,가격,성공
0.54965866,20.199078,디자인,가격,실패
32.217377,-33.295483000000004,가격,가격,성공
36.234028,-47.81742,감촉,감촉,성공
2.955445,-17.701546,용량,용량,성공
-37.340466,-27.859866999999998,감촉,가격,실패
5.7648582,-1.0554608,가격,가격,성공
4.178067700000001,6.283388599999999,가격,용량,실패
18.371579999999998,-15.467444,감촉,용량,실패
-16.849698999999998,-21.43769,향기,향기,성공
46.833504,0.72902673,디자인,감촉,실패
-48.924862,10.068982,용량,감촉,실패
9.319986,-19.583838,용량,용량,성공
23.705921,-7.251657499999999,디자인,가격,실패
-20.34659,-49.516273,가격,향기,실패
-47.58227,11.180714,향기,감촉,실패
4.3078017,23.966043,향기,향기,성공
-33.005417,-30.707495,색상,가격,실패
-37.342259999999996,13.716774,감촉,감촉,성공
52.519169999999995,17.785328,디자인,향기,실패
-8.871172,0.62815094,용량,용량,성공
-16.13832,15.762118,용량,용량,성공
28.192622999999998,-2.4896498,색상,용량,실패
44.385876,-26.333354999999997,색상,색상,성공
-10.978138000000001,35.186023999999996,디자인,가격,실패
18.40134,34.254765,색상,색상,성공
3.9445102,41.38765,디자인,디자인,성공
-20.245673999999998,16.280432,용량,용량,성공
18.742783,50.422466,색상,색상,성공
-20.800962,45.435425,향기,가격,실패
27.385931,-35.205345,향기,향기,성공
46.824383000000005,-1.1786747,디자인,향기,실패
-46.498905,8.358156,감촉,가격,실패
-32.56751,34.329197,가격,가격,성공
5.7651596,4.4490337,가격,가격,성공
11.37505,-31.431936,용량,용량,성공
-36.904903000000004,24.55892,감촉,가격,실패
-14.19154,-53.096737,향기,향기,성공
29.413529999999998,6.368181,색상,색상,성공
12.745201,-1.8846678,가격,가격,성공
-22.877996,-16.40417,향기,향기,성공
32.24078,-11.62087,감촉,감촉,성공
14.700657999999999,-7.0338899999999995,가격,가격,성공
17.044329,26.290445000000002,색상,색상,성공
-20.775123999999998,-44.739323,색상,향기,실패
-8.653488000000001,-18.162453,감촉,감촉,성공
32.390713,-55.0597,감촉,향기,실패
-12.368875,-31.17367,향기,향기,성공
43.844013000000004,2.0204136000000004,디자인,가격,실패
2.6896057,23.658443,디자인,용량,실패
15.127985999999998,34.29705,색상,향기,실패
30.70187,-52.337635,향기,향기,성공
-22.9497,-10.886607000000001,향기,향기,성공
-23.814287,6.940311,색상,향기,실패
4.9806404,-42.732803000000004,용량,용량,성공
-26.752531,3.4570812999999996,감촉,용량,실패
16.875677,28.185315999999997,색상,색상,성공
36.81623,-9.594448,색상,감촉,실패
-6.922764999999999,14.609122,가격,가격,성공
-30.637790000000003,32.516174,디자인,가격,실패
-10.586877000000001,29.19025,향기,가격,실패
-3.0945153,-26.928759000000003,향기,향기,성공
-23.417807,19.378778,용량,용량,성공
37.959736,-19.884667999999998,향기,향기,성공
1.4815468,42.514164,디자인,디자인,성공
-20.657667,-44.64625,색상,향기,실패
38.433479999999996,3.2435252999999995,디자인,용량,실패
-21.050311999999998,11.961182,용량,용량,성공
-13.639358499999998,19.061407,향기,향기,성공
-29.345865000000003,-5.664139700000001,향기,향기,성공
20.238264,-10.083772,가격,가격,성공
35.807697,-20.654345000000003,색상,향기,실패
26.648138,15.63561,색상,감촉,실패
-20.849712,-51.002567,용량,향기,실패
-19.264174,-7.331223,향기,향기,성공
59.999508,-6.636446,향기,향기,성공
27.439613,17.08134,색상,감촉,실패
-28.272971999999996,15.329514999999999,용량,용량,성공
30.700699,10.903975,색상,색상,성공
1.842654,-59.55222,감촉,감촉,성공
21.245442999999998,50.87708,색상,색상,성공
-54.482178000000005,-23.72489,가격,가격,성공
29.868593,-49.573315,감촉,감촉,성공
-24.031607,5.9575872,가격,감촉,실패
-3.5130162000000005,-19.929447,가격,가격,성공
3.1935081000000003,12.688512,향기,향기,성공
20.104673000000002,-16.336727,디자인,가격,실패
7.9101853,-52.964092,용량,향기,실패
26.015465,10.704168,색상,향기,실패
31.621153000000003,-13.97306,색상,향기,실패
-12.926169,-9.732864,디자인,감촉,실패
32.30516,-33.998979999999996,디자인,향기,실패
-6.6254683000000005,-60.50419,가격,향기,실패
24.333088,34.15116,색상,색상,성공
17.919317000000003,20.198154000000002,디자인,디자인,성공
-46.256054,18.54729,디자인,감촉,실패
-49.109776000000004,-28.005127,용량,향기,실패
24.942322,44.795612,감촉,색상,실패
-12.355478999999999,-11.406986999999999,감촉,감촉,성공
29.55943,-18.115236,감촉,향기,실패
-11.665046,-6.692285000000001,향기,용량,실패
-12.807432,23.776115,가격,용량,실패
38.700134000000006,9.102922999999999,디자인,디자인,성공
-27.868437,34.181896,디자인,가격,실패
42.934452,-50.513603,감촉,감촉,성공
24.389454,52.3982,색상,색상,성공
-45.700905,11.072951,감촉,감촉,성공
27.627325,-62.266064,디자인,향기,실패
49.6804,-2.304782,디자인,가격,실패
23.967514,-7.122699000000001,디자인,가격,실패
-4.093049,50.609535,감촉,감촉,성공
-39.546279999999996,9.654945,감촉,용량,실패
-12.880572,29.216509999999996,감촉,감촉,성공
36.709720000000004,-4.053015,색상,색상,성공
-9.994317,-35.844875,향기,향기,성공
10.734714,-47.358833000000004,용량,향기,실패
35.34737,-42.220787,감촉,감촉,성공
-10.254845,2.3452346,용량,용량,성공
26.459946000000002,6.667625,색상,가격,실패
24.189852,49.78727,디자인,색상,실패
12.119357,-5.521286,가격,가격,성공
36.677609999999994,-30.553696000000002,향기,향기,성공
-23.465923,9.585144999999999,향기,향기,성공
9.025134,1.5250493999999999,가격,가격,성공
24.85164,16.736517000000003,감촉,용량,실패
-26.559836999999998,44.543007,감촉,가격,실패
5.2116647,-0.36360190000000003,가격,가격,성공
-23.066392999999998,-9.144759,향기,향기,성공
31.163940000000004,-14.969351000000001,감촉,용량,실패
22.033056,24.486006,색상,감촉,실패
-6.1194453,-4.5678220000000005,용량,용량,성공
-37.75516,18.871883,용량,용량,성공
-35.806236,11.070078,감촉,향기,실패
-54.256508,-31.429695000000002,향기,향기,성공
8.6034355,30.523692999999998,감촉,감촉,성공
-8.522183,-6.2023315000000006,용량,용량,성공
-38.01815,16.273585999999998,감촉,용량,실패
-26.583128000000002,35.960415000000005,가격,가격,성공
14.551591,32.731842,색상,감촉,실패
4.114587,-12.113852,향기,향기,성공
40.066116,-32.62836,색상,향기,실패
23.165792,22.165036999999998,색상,색상,성공
-27.222971,15.076684,용량,용량,성공
-18.816720999999998,-5.066981,감촉,감촉,성공
10.308938000000001,-3.5443102999999994,가격,가격,성공
33.580135,-9.008078,디자인,가격,실패
-18.999686999999998,-14.076091,감촉,향기,실패
11.949625,-26.996415999999996,용량,용량,성공
37.183384000000004,-8.557555,색상,감촉,실패
-37.984657,-27.3175,향기,감촉,실패
17.946266,-14.418428,디자인,용량,실패
-6.0578213,30.839709999999997,용량,가격,실패
-37.991802,-27.848653999999996,향기,감촉,실패
3.8677620000000004,10.920544,감촉,용량,실패
15.043949,-4.822091599999999,가격,향기,실패
-16.796022,24.457151,색상,용량,실패
-10.123374,17.207928,향기,향기,성공
-22.690203,39.90586,색상,가격,실패
27.407146,-18.626497,가격,가격,성공
-30.353693,20.685684,용량,용량,성공
42.968296,2.2686372,디자인,감촉,실패
9.07652,-4.8744190000000005,가격,가격,성공
15.083020999999999,-48.11251,디자인,감촉,실패
-2.4541254,50.301186,감촉,감촉,성공
37.160725,-5.464561499999999,색상,색상,성공
16.445663,-5.2115636,가격,가격,성공
-36.165874,-2.1023803,용량,향기,실패
15.289603,21.732456,디자인,디자인,성공
34.665344,-34.54716,가격,향기,실패
-37.50703,-48.58413,가격,향기,실패
-24.199701,16.773748,용량,용량,성공
-20.649035,-44.714184,디자인,향기,실패
-6.37455,12.245002000000001,가격,가격,성공
42.22353,-43.0576,가격,가격,성공
23.976907999999998,35.644894,향기,향기,성공
-21.624119,-56.050076000000004,용량,용량,성공
-25.569755999999998,11.166355000000001,용량,용량,성공
-11.910191000000001,1.3243171999999999,용량,용량,성공
25.552201999999998,-2.2423667999999997,감촉,감촉,성공
-5.9081078,10.543327,감촉,감촉,성공
-13.355947500000001,-18.305027,향기,용량,실패
38.689526,-33.426544,색상,감촉,실패
-38.888557,-30.215909999999997,가격,감촉,실패
56.724959999999996,-16.646172,향기,향기,성공
-5.6574893,7.4403562999999995,용량,용량,성공
-28.304855,7.992961,색상,향기,실패
39.56893,-12.149558,용량,용량,성공
37.817898,-36.458683,향기,향기,성공
12.000933999999999,-35.0684,용량,용량,성공
-42.783417,16.471573,향기,용량,실패
-21.305218,24.410778,용량,용량,성공
40.32832,-20.77477,색상,향기,실패
-10.075252,26.874832,디자인,감촉,실패
-5.385441,-1.5359035,용량,용량,성공
-16.315756,15.826119,용량,용량,성공
-42.518845,-2.8227742,향기,향기,성공
53.246185,-32.48879,향기,향기,성공
-41.06273,-2.9892101,용량,용량,성공
-0.19247665,-18.101366,감촉,용량,실패
2.1210147999999998,5.039960400000001,향기,향기,성공
35.181675,-23.418526,디자인,향기,실패
11.4597225,-7.6355276,감촉,가격,실패
3.0853462000000005,16.593845,향기,가격,실패
-2.7716997,34.360915999999996,디자인,감촉,실패
-21.254476999999998,45.085854,디자인,가격,실패
-14.574620999999999,-9.493934,향기,향기,성공
38.188416,-16.749958,향기,향기,성공
-2.5729,37.471934999999995,디자인,가격,실패
32.21096,-9.333694,감촉,감촉,성공
12.577913,-44.010765,용량,가격,실패
13.899257,-49.053979999999996,디자인,디자인,성공
14.8532095,-32.894432,용량,용량,성공
-4.1576376,-30.30534,향기,향기,성공
-30.470076000000002,10.428208999999999,감촉,용량,실패
38.91988,-7.8117266,색상,색상,성공
9.417438,26.719074,감촉,감촉,성공
-39.6398,11.205891000000001,감촉,감촉,성공
-8.36542,45.425407,용량,용량,성공
-11.832436999999999,-31.431438,향기,향기,성공
-22.856237,21.120504,용량,용량,성공
-17.21612,-28.742047999999997,용량,용량,성공
8.447992,-13.768348999999999,감촉,감촉,성공
28.691301,-27.524426000000002,색상,가격,실패
24.804775,16.729295999999998,디자인,용량,실패
13.797870000000001,36.288883,색상,색상,성공
-22.696545,-11.239207,향기,용량,실패
-38.46863,22.456453,감촉,용량,실패
-9.360937,-46.045013,디자인,디자인,성공
-27.851845,20.677025,용량,용량,성공
-23.552147,-12.3261595,향기,향기,성공
-22.548666,43.81487,색상,용량,실패
-34.511425,28.842325,가격,가격,성공
30.689478,-17.890057000000002,가격,향기,실패
8.940014,-7.680948299999999,가격,가격,성공
12.564821,47.367664000000005,디자인,디자인,성공
12.384364,42.419678000000005,감촉,향기,실패
32.545666,-1.8105855,디자인,디자인,성공
-36.032222999999995,36.468777,향기,가격,실패
24.374346,52.774772999999996,색상,색상,성공
31.668377000000003,-2.4994786,색상,색상,성공
36.844883,-16.332724,가격,향기,실패
23.781976999999998,-58.761562,색상,감촉,실패
4.7065187,2.6618586,가격,가격,성공
-55.00196999999999,14.939910000000001,향기,가격,실패
29.443857,17.552364,디자인,용량,실패
36.59405,-28.000590000000003,가격,가격,성공
21.670889000000003,14.963092999999999,색상,감촉,실패
-22.206047,20.20605,용량,용량,성공
6.8632073,12.694916000000001,향기,향기,성공
24.653879999999997,-17.242825,디자인,용량,실패
-1.7935666000000001,-49.24558,용량,용량,성공
-3.1992392999999995,-4.1370444,용량,용량,성공
15.496179000000001,51.12272,감촉,색상,실패
10.432286999999999,26.226273,감촉,감촉,성공
40.397453000000006,-30.689028000000004,색상,향기,실패
35.307983,-27.369096999999996,디자인,감촉,실패
16.217558,3.305679,디자인,감촉,실패
-8.878869,-12.3548355,향기,감촉,실패
15.651739000000001,-8.594164,가격,가격,성공
12.7168455,13.100837,감촉,향기,실패
-20.75852,-15.325704,향기,향기,성공
-15.732051,-0.85972965,색상,용량,실패
56.988181999999995,-15.696760999999999,향기,향기,성공
-5.920071,-30.743053000000003,향기,향기,성공
-7.880103599999999,-17.88628,감촉,향기,실패
-37.658012,-3.9015991999999997,향기,향기,성공
39.133617,6.760788400000001,디자인,가격,실패
-18.864529,22.935804,감촉,용량,실패
-22.191494,-16.597174,향기,향기,성공
-34.975994,30.164806,가격,감촉,실패
51.741295,19.895569000000002,향기,향기,성공
7.557403999999999,-22.959295,용량,용량,성공
-0.47198048,20.65235,디자인,가격,실패
-32.771763,-31.52052,색상,감촉,실패
-14.961663,-9.299877,향기,향기,성공
-23.104757,13.641644,가격,감촉,실패
-31.9896,18.694563,용량,용량,성공
-12.662030999999999,35.097815999999995,감촉,가격,실패
-37.811690000000006,12.412479,감촉,용량,실패
-28.965311,34.108925,가격,가격,성공
37.573948,-39.88812,감촉,감촉,성공
28.315092,3.3156505,색상,감촉,실패
7.961993700000001,-2.66807,가격,가격,성공
-48.61247,27.112097,색상,감촉,실패
17.618257999999997,34.655365,색상,색상,성공
30.125713,-17.758210000000002,감촉,향기,실패
33.922709999999995,7.740937,디자인,향기,실패
-18.232182,43.45098,가격,감촉,실패
-39.515823,15.630218,감촉,향기,실패
-0.0015976839000000002,20.82307,감촉,가격,실패
-54.40713,-31.403990000000004,향기,향기,성공
15.583476999999998,14.249035999999998,디자인,가격,실패
4.8448706,-4.7170057,가격,용량,실패
-21.403131,-15.21403,향기,향기,성공
27.393814000000003,-36.751144000000004,향기,향기,성공
24.061756,-28.521559999999997,향기,향기,성공
-44.036697,13.217613,향기,감촉,실패
32.356415000000005,-0.095261686,색상,가격,실패
7.154364,25.501245,색상,향기,실패
20.419565,-31.117196999999997,감촉,감촉,성공
6.646239,50.83493,색상,용량,실패
-15.314454999999999,-1.4919776000000002,용량,향기,실패
-12.526295,-14.170907999999999,감촉,감촉,성공
-41.718845,29.26632,감촉,감촉,성공
18.456210000000002,-8.273261999999999,가격,가격,성공
-33.395767,-35.017857,디자인,가격,실패
24.850094,-51.475094,용량,향기,실패
-6.321155999999999,8.9894,감촉,감촉,성공
-7.5644026,34.95967,디자인,감촉,실패
-20.44806,-25.476301,향기,향기,성공
-18.816069,-46.951138,색상,향기,실패
-35.505764,32.396828,가격,가격,성공
16.059984,-49.482906,디자인,향기,실패
-36.844044,-34.525659999999995,색상,가격,실패
17.991837,-15.658515,감촉,용량,실패
-36.327995,8.976405,향기,향기,성공
-6.587178999999999,28.399977000000003,감촉,감촉,성공
-21.081615,33.68423,디자인,감촉,실패
-17.552982,35.247345,디자인,감촉,실패
-18.235369,14.130189000000001,용량,용량,성공
38.266846,-52.311496999999996,감촉,감촉,성공
16.229694,-49.46578,디자인,향기,실패
9.693556,-2.2967193,가격,가격,성공
26.594905999999998,-30.332077,향기,향기,성공
3.2786357,23.202044,디자인,가격,실패
-32.96197,-8.149149000000001,향기,향기,성공
-29.027815000000004,-10.335281,향기,향기,성공
11.763914999999999,-58.602493,감촉,감촉,성공
6.272409,44.87272,색상,색상,성공
8.178907,15.62955,색상,가격,실패
12.686621,-15.552678,감촉,향기,실패
-2.2163856,40.808009999999996,디자인,감촉,실패
23.576636999999998,-62.800926000000004,색상,가격,실패
41.567170000000004,6.781044500000001,디자인,용량,실패
11.184559,5.2053804,색상,감촉,실패
-25.830915,6.9942017000000005,용량,용량,성공
1.9212179,-49.61973,용량,용량,성공
-24.959953,-13.181482,향기,향기,성공
37.041527,-26.09907,색상,향기,실패
-42.298404999999995,19.98297,향기,감촉,실패
30.416643,-18.479627999999998,가격,향기,실패
